Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Season_Spring,Season_Summer,Season_Winter,Location_inland,Location_mountain,target
-1.5048435255312682,0.07142946841980714,-1.2152727408089599,0.5748586282767124,-0.43837101430740627,-0.7781368737757142,-1.0242269989261255,False,True,False,False,False,True,False,True,2
-1.2163457906901902,-0.424295549004723,0.5244005801204293,0.6686130818528616,-0.21029017260495722,-0.7781368737757142,-0.28572279912141374,False,True,False,False,False,True,False,True,2
-1.0432471497855436,1.3107420119811326,-0.8528407989486704,1.3561457414112887,-0.48366556453973597,-1.037425800823505,-0.7288253190042409,False,True,False,False,False,True,True,False,2
0.05304424261055267,-0.47386805074717603,0.016995861516024172,-1.1752245051447385,0.2536439484137749,1.555463469654404,1.19128560048801,False,False,True,False,True,False,False,True,3
0.5723401653244929,-1.8123255977934074,-0.9978135756927862,-1.2064759896701216,0.17323942137413356,1.8147523967021948,0.15737972076141332,False,False,False,True,False,False,False,False,3
1.3224342759112957,-0.17643304029245793,-1.2152727408089599,-1.39398489682242,0.3045668155388805,1.8147523967021948,0.15737972076141332,False,False,False,False,False,False,True,False,3
1.0339365410702177,-0.12686053855000493,-0.7078680222045547,-1.3314819277716539,0.6165363804526915,1.8147523967021948,0.8958839205661251,False,False,False,False,False,False,False,False,3
-1.2740453376584058,1.0133070015264145,-1.3602455175530757,0.48110417470056327,-0.21967070075957962,-1.037425800823505,-0.28572279912141374,False,True,False,False,False,True,False,True,2
0.6877392592609242,-0.27557804377736395,1.0318052987248345,-0.0189195777055656,0.2777653065256667,-0.7781368737757142,-1.0242269989261255,False,True,False,True,False,False,False,False,1
0.16844333654698385,0.22014697364716618,-0.34543608034426526,-0.20642848485786394,0.04164401211925475,-0.0002700926323414335,0.8958839205661251,False,True,False,True,False,False,False,True,0
-1.1586462437219747,1.2611695102386795,0.4519141917483715,0.6373615973274785,-0.6573393429453618,-1.037425800823505,-0.4334236390823561,False,True,False,False,False,True,True,False,2
0.4569410713880618,-0.27557804377736395,1.2492644638410082,1.2311398033097567,-0.0754785822684896,-0.25955901968013234,-0.28572279912141374,False,True,False,False,True,False,False,True,1
0.6877392592609242,-0.325150545519817,-1.2877591291810178,-1.1439730206193557,0.06898155131273233,-0.25955901968013234,0.7481830806051828,False,True,False,False,False,True,True,False,0
0.6877392592609242,-2.4071956187028434,-0.4179224687163231,-1.6127452885001015,0.3981040819949968,1.8147523967021948,0.15737972076141332,False,False,True,True,False,False,False,True,3
-1.2740453376584058,1.3107420119811326,1.394237240585124,0.5748586282767124,-0.4214860636290817,-1.037425800823505,-0.5811244790432984,False,True,False,False,False,True,True,False,2
-0.408552133135172,1.4594595172084917,1.394237240585124,0.23109229849749885,-0.018123352980212462,-0.7781368737757142,-0.5811244790432984,False,False,True,False,False,True,False,True,1
-0.1200543982940941,0.41843698061697826,0.6693733568645451,0.13733784492134968,-0.2569247982879464,-0.5188479467279232,-1.0242269989261255,False,True,False,False,True,False,False,False,1
0.4569410713880618,-0.9695930681717062,-0.34543608034426526,-1.2064759896701216,0.5280914007090812,0.5183077614632403,1.19128560048801,False,False,False,False,True,False,True,False,3
-1.677942166435915,1.0628795032688674,1.0318052987248345,0.887373473530543,-0.29230279018538996,-0.7781368737757142,-0.5811244790432984,False,True,False,False,False,True,True,False,2
-1.389444431594837,0.7158719910716963,0.16196863826013994,0.48110417470056327,-0.6626996447480057,-1.037425800823505,-0.5811244790432984,False,False,True,False,False,True,True,False,2
2.3610261213391763,0.07142946841980714,1.5392100173292398,0.7311160509036277,0.19200047768338444,0.7775966885110313,-0.8765261589651832,False,False,True,False,False,False,False,False,1
-1.5048435255312682,0.46800948235943124,1.1042916870968924,0.6998645663782447,-0.32714475190256664,-1.037425800823505,-0.28572279912141374,False,False,True,False,False,True,False,True,2
-0.408552133135172,0.9141619980415084,1.394237240585124,0.23109229849749885,0.07568192856603577,-0.5188479467279232,-0.7288253190042409,False,False,True,True,False,False,False,True,1
-1.7933412603723462,-0.7713030612018941,0.016995861516024172,0.7311160509036277,0.08372238126999869,-0.5188479467279232,3.5544990398630874,False,True,False,False,False,True,False,True,0
-1.389444431594837,0.5671544858443373,-1.2152727408089599,0.7311160509036277,-0.47884129291735883,-0.7781368737757142,-0.4334236390823561,False,True,False,False,False,True,True,False,2
0.3415419774516306,1.1620245067537736,3.061424173142455,1.1373853497336075,0.31099917770205204,0.5183077614632403,-1.4673295188089526,False,True,False,False,False,False,False,False,1
0.5146406183562774,-1.1183105733990653,-0.490408857088381,-1.5502423194493353,0.16359087812937625,1.2961745426066131,1.3389864404489522,False,False,False,False,False,False,True,False,3
-0.5239512270716032,0.07142946841980714,-0.9253271873207283,-0.831458175365525,0.20191703601827365,-0.0002700926323414335,-0.13802195916047139,False,False,True,False,False,True,False,False,0
-1.5048435255312682,1.1620245067537736,-1.070299964064844,1.2936427723605226,-0.5485252163517123,-0.7781368737757142,-0.5811244790432984,False,True,False,False,False,True,False,True,2
0.976236994102002,1.3107420119811326,3.423856115002745,1.512403164038204,0.13008899186285902,0.5183077614632403,-0.28572279912141374,False,False,True,False,True,False,False,False,0
-1.677942166435915,0.17057447190471317,0.3794278033763136,-0.05017106223094865,-0.5002825001279286,-1.037425800823505,-1.171927838887068,False,False,True,False,False,True,False,True,2
-1.6202426194676993,0.9637344997839614,-0.7078680222045547,0.2935952675482649,-0.6425985129880954,-1.037425800823505,-0.7288253190042409,False,True,False,False,False,True,True,False,2
0.7454388062291397,0.02185696667735413,-1.2877591291810178,-1.39398489682242,0.30885505698099386,1.0368856155588222,0.45278140068329803,False,False,True,False,False,False,False,True,3
-1.1586462437219747,1.7568945276632097,2.481533066165992,0.6686130818528616,-0.42550628998106316,-0.7781368737757142,-1.171927838887068,False,False,True,False,False,True,False,True,2
-1.1009466967537591,0.07142946841980714,0.5968869684924872,0.012331906819817457,-0.3306289480742843,-0.7781368737757142,-0.28572279912141374,False,True,False,False,False,True,True,False,2
1.3801338228795113,-2.3080506152179376,-0.7803544105766126,-1.6752482575508676,0.36567425608900717,1.2961745426066131,1.0435847605270674,False,False,True,False,True,False,True,False,3
2.4764252152756074,1.1124520050113205,-0.055490526856033714,0.7936190199543939,-0.08646720096390943,1.8147523967021948,0.3050805607223557,False,True,False,True,False,False,False,True,0
-1.2163457906901902,-0.424295549004723,-0.27294969197220736,-0.0189195777055656,-0.38637608682177005,-1.037425800823505,-1.0242269989261255,False,False,True,False,False,True,False,True,2
1.0916360880384333,-0.325150545519817,-1.3602455175530757,-1.4877393503985692,0.2405112089972999,1.2961745426066131,0.7481830806051828,False,False,True,False,False,False,False,False,3
0.3415419774516306,-2.2089056117330315,-0.34543608034426526,-1.1127215360939726,0.5792822829243217,0.2590188344154495,0.8958839205661251,False,False,False,False,False,True,True,False,3
0.976236994102002,-1.7627530960509543,-1.3602455175530757,-1.1752245051447385,0.2281825148512206,1.0368856155588222,0.15737972076141332,False,False,True,False,False,False,False,True,3
0.11074378957876826,-0.7217305594594411,-1.3602455175530757,-1.1752245051447385,0.5594491662545433,1.2961745426066131,1.19128560048801,False,False,True,False,True,False,True,False,3
